sales_person,sales_department,amount,quantity,street,city,state,item_id,date
Dallas Le,Department B,$2.70,21,2 Eggendart Alley,New York City,New York,ad23c0170d73633c73c31a66b0564eeb,7/8/2017
Krystle Boothe,Department D,$27.98,14,8988 Waxwing Plaza,Las Vegas,Nevada,96654cadcfb11f046bb907a1beb26709,1/2/2017
Bartholemy Kment,Department B,$65.01,70,6833 Troy Park,Madison,Wisconsin,e9507fa65500d54ed9e11a92a6d4a001,7/11/2017
Zebedee Kedge,Department A,$6.49,76,748 Ronald Regan Plaza,Charleston,West Virginia,c7a640d76f7b9ca3bab1b0b0ae593e63,5/7/2017
Ignacio Arpur,Department A,$36.61,81,5 Iowa Lane,Cleveland,Ohio,e69d73f95c586708cde4fb12e80c505e,6/15/2017
Celestyna Erskine,Department C,$15.25,32,5502 West Center,Davenport,Iowa,91b6155eaa62658c4277ff7e0cb2e8c3,4/27/2017
Rutherford Kermath,Department D,$62.18,47,54460 Novick Terrace,Buffalo,New York,9e7833d1934c5069f502b3de1fa1c646,4/19/2017
Powell Amorts,Department B,$23.85,100,057 Haas Avenue,Peoria,Illinois,508265e8f88f4879317e9d54cec0a5ee,7/9/2017
Celestyna Erskine,Department C,$9.91,3,4701 Miller Crossing,Laurel,Maryland,6db78ef44eeb3fbc6af3016cda20568d,10/11/2016
Krystle Boothe,Department D,$0.85,22,5604 Monument Way,Lincoln,Nebraska,b39131c66a3e7f10626ebfdaed3f8c9e,8/19/2016
Linn Becerra,Department B,$37.15,67,05649 Waywood Pass,Topeka,Kansas,8ba06305c82a00af2800d8b59ab1fe78,6/7/2016
Rutherford Kermath,Department D,$11.05,11,18592 Bellgrove Road,Kansas City,Missouri,5965467cc5b3fe62c3c508228bf03584,6/28/2017
Chad Yeatman,Department A,$26.78,79,41 Cody Pass,Charlotte,North Carolina,88a358974274df2051ce9e623633f124,7/11/2017
Ortensia Le,Department C,$29.37,72,267 Gale Lane,Austin,Texas,22ce554b98cca74794e6874a2bfd0d55,6/15/2017
Bartholemy Kment,Department B,$9.60,74,11 Manitowish Parkway,Erie,Pennsylvania,b841201896ebafc245f29fc43a576e6e,3/10/2016
Nell Lindup,Department C,$24.99,23,39041 Sauthoff Point,Las Vegas,Nevada,325964e6a983da6b03fff50fd677fc45,8/13/2017
Chad Yeatman,Department A,$93.43,81,442 Merchant Point,Springfield,Illinois,77e7fccd42f8fad0ed0924262f1961ec,12/5/2016
Ignacio Arpur,Department A,$63.12,63,0 Washington Alley,Metairie,Louisiana,3d998576de0f8664d0de3815a6118424,7/22/2016
Powell Amorts,Department B,$21.98,83,8401 3rd Circle,Springfield,Illinois,61d0d6c85c423739466aca3ef3af3345,8/7/2017
Zaneta Delmage,Department B,$33.67,6,73 Cardinal Junction,New Haven,Connecticut,9ea2369737f338424d4260274a12d847,3/29/2016
Dallas Le,Department B,$35.76,36,3 Bobwhite Hill,Oakland,California,f696f491d2508761629434113f2d0e17,9/12/2016
Brear Fairs,Department D,$85.82,39,29533 Harbort Way,Montgomery,Alabama,368596e91bdc273b2720ef79b95f04b2,7/6/2017
Ortensia Le,Department C,$66.61,56,8451 Northland Junction,Indianapolis,Indiana,060841e449d90d180259b81313035b96,5/8/2016
Shena Reeson,Department B,$75.41,59,7 Dwight Lane,Port Washington,New York,7e586bb133818f49f330f7065c904693,1/12/2017
Bartholemy Kment,Department B,$99.79,23,2 Golf Avenue,North Port,Florida,aebeedeba9ebdae1960fd66c3e7db670,6/28/2016
Zaneta Delmage,Department B,$66.26,26,84 Melrose Lane,Sarasota,Florida,b89266f5aa53c8a8fe9325c8033c2d07,9/20/2016
Linn Becerra,Department B,$59.43,81,3708 Susan Terrace,Mesa,Arizona,cad05ed696d1a8f841e1f7f12585e17a,7/21/2017
Ortensia Le,Department C,$36.68,5,3981 Kinsman Street,Tyler,Texas,bc53b683eed932fe88bd237589ef6703,5/21/2016
Bartholemy Kment,Department B,$49.70,21,2 5th Drive,South Bend,Indiana,bc95b0de3c2a9c9c62d020ced3b7de68,8/6/2017
Shena Reeson,Department B,$81.74,30,6803 Redwing Trail,Brooklyn,New York,f070649209849cb3f4873a042ab1ec08,8/24/2016
Chad Yeatman,Department A,$82.10,76,5 Oakridge Drive,Indianapolis,Indiana,818fc854fb1a709ea3cb4cb786fd5321,11/20/2016
Ortensia Le,Department C,$9.47,38,05023 Milwaukee Point,Newark,Delaware,b3c750cc749e3801e308d5d77708e31d,8/17/2016
Dallas Le,Department B,$75.81,35,875 Quincy Pass,Birmingham,Alabama,f023f0bd658da29041d2c36b4420f128,1/31/2016
Celestyna Erskine,Department C,$62.26,19,12757 Fuller Plaza,Washington,District of Columbia,f1a5b6e48e237583050c9588cdf55cef,8/21/2016
Linn Becerra,Department B,$86.14,5,5 Ryan Street,New York City,New York,7ebd35f8be47c17b7e716dc67f97ed10,5/29/2017
Brear Fairs,Department D,$26.15,10,170 Holy Cross Hill,Evansville,Indiana,590ecda94555e11a82a22dc23fd3d210,4/27/2016
Powell Amorts,Department B,$96.87,51,75 Messerschmidt Drive,Escondido,California,8194b328ee5a61a3729ca3d6ffc3a3a0,2/17/2016
Shane Simkins,Department B,$37.04,40,757 Mesta Place,Durham,North Carolina,44c04e25c08822e5fa4b27aaf3d72eff,10/6/2016
Ashleigh Baudinot,Department D,$72.87,44,83 Quincy Trail,Melbourne,Florida,ec62d316a63c3b8bad6ab6805b4f0540,11/13/2016
Modesty Berringer,Department D,$72.94,74,00 Carioca Hill,Great Neck,New York,4e2486fb066b8941dc09d5645c9032a2,1/4/2017
Rutherford Kermath,Department D,$19.92,64,6 Sherman Place,Baltimore,Maryland,8b5ca58ee61237b7f379221371165123,9/4/2016
Shena Reeson,Department B,$1.37,57,4947 Banding Pass,Midland,Texas,934ac5016948e7331bbb00f261b75a7c,3/28/2016
Dallas Le,Department B,$99.48,99,14 Harper Trail,Metairie,Louisiana,291aecfb18f74f6defac8e26f4c21c5d,7/25/2016
Celestyna Erskine,Department C,$44.04,86,0 Ohio Park,Miami,Florida,4a9607da2318a11c3b495ee5157ef807,2/3/2017
Powell Amorts,Department B,$92.95,70,86 Miller Center,Boise,Idaho,31a5bf1a28bb3963ead1150def06545c,7/1/2017
Chad Yeatman,Department A,$68.20,40,84261 Hauk Park,Knoxville,Tennessee,17ae83b0b7acae6634ab36a3e722fc58,12/20/2016
Rutherford Kermath,Department D,$6.97,3,47690 Maple Park,Des Moines,Iowa,f4f3ce565f6d765fa4830ae74c82fe52,2/13/2017
Ashleigh Baudinot,Department D,$34.37,46,826 Ramsey Way,Anchorage,Alaska,004e57c099dfc91a3ca8134cafd15199,9/27/2016
Modesty Berringer,Department D,$52.30,88,22169 Lakewood Parkway,Laredo,Texas,7073ab952990efecede8c83ea8d197ea,1/19/2016
Ortensia Le,Department C,$69.21,25,80 Melby Hill,Charlotte,North Carolina,3385992be39d1d9612efcdc4c2236719,2/26/2017
Ashleigh Baudinot,Department D,$39.17,57,25702 Glendale Trail,Phoenix,Arizona,4931ec8b1fd1e1dcd76cf7760befa6e1,4/1/2016
Linn Becerra,Department B,$76.51,43,15 Hansons Way,Long Beach,California,256b40c40da8f9cdf0cad4796b32237e,3/12/2017
Atlante Harower,Department D,$83.49,49,696 Morning Pass,Houston,Texas,9d07a75d58b01b730e40c705946b4148,11/25/2016
Shena Reeson,Department B,$35.01,73,1581 Surrey Drive,Washington,District of Columbia,b271addd9ad8b68127c9cbae87aaa9e5,8/10/2016
Shane Simkins,Department B,$7.86,84,722 Canary Park,Danbury,Connecticut,0b4c71f63caaf77d197b32d7dff9a48c,8/17/2016
Powell Amorts,Department B,$46.64,25,51 Twin Pines Circle,Wichita,Kansas,4fd3efd2b93d8b96e7418d2d23631f0f,7/4/2017
Powell Amorts,Department B,$40.39,31,48788 Anzinger Court,Denver,Colorado,421b3c3676d47e48cb7d2779be15cff0,11/9/2016
Jacquette Oakley,Department C,$45.18,76,9 Oxford Place,Bethlehem,Pennsylvania,b6e57b58e21e25d7134e48d1d551e10f,9/12/2016
Ashleigh Baudinot,Department D,$59.32,79,51 New Castle Junction,San Francisco,California,66613a165d3c19232f772c0ff681cef6,4/15/2017
Powell Amorts,Department B,$74.99,72,1869 Macpherson Parkway,Washington,District of Columbia,d51d8860cad819b237a0c13bb5c85da9,7/13/2016
Ashleigh Baudinot,Department D,$39.19,29,2339 Eggendart Parkway,Columbus,Ohio,0b536b24e4c68d5ca9b0d9c57a6c60f8,7/16/2016
Zebedee Kedge,Department A,$55.93,46,389 Luster Park,Huntsville,Alabama,72238baf0332f9ed8edb1aec732107b0,1/18/2017
Ortensia Le,Department C,$20.64,34,5499 Garrison Point,Fresno,California,01f1a9315127808770b2b787ddb6f8b9,9/4/2016
Rutherford Kermath,Department D,$39.74,71,694 Jana Crossing,Fort Wayne,Indiana,198ad70a36f860d7930185c168e8c1d9,2/6/2016
Shane Simkins,Department B,$90.70,15,3600 Northport Drive,Atlanta,Georgia,c740f594ba8b80fe20f18adba3a22deb,8/26/2016
Shena Reeson,Department B,$36.40,59,91 Artisan Crossing,El Paso,Texas,9f39db95f4ad422f913e9fb4671bd5cb,7/22/2017
Ignacio Arpur,Department A,$32.61,6,59 Dennis Way,Buffalo,New York,f17106545821193549c7d8a3f0fa1000,1/9/2017
Ashleigh Baudinot,Department D,$20.83,34,8098 Glacier Hill Street,Knoxville,Tennessee,971cdcfbb5505625fdb650f7a7fdf1e2,6/8/2016
Celestyna Erskine,Department C,$78.74,67,9 Carpenter Hill,Chicago,Illinois,ec3ff4eb056a840d7640b55a6eaab256,8/15/2017
Ignacio Arpur,Department A,$57.51,33,730 Fairfield Way,Cedar Rapids,Iowa,78c1d830ade37fbc17e14799411a975c,8/24/2017
Zebedee Kedge,Department A,$78.91,8,237 Meadow Valley Avenue,New York City,New York,d4f6ad928b58bb9629eed5189adbb69f,5/7/2016
Zebedee Kedge,Department A,$4.43,39,16 Darwin Terrace,Richmond,Virginia,d01a8b37d15c479f304027d52424e75d,5/10/2016
Brear Fairs,Department D,$73.39,77,5367 Mccormick Park,Lubbock,Texas,088be9cb3d15dc62eb4faaa1770126c8,11/21/2016
Shane Simkins,Department B,$77.31,53,48 Melby Hill,Daytona Beach,Florida,f9ac0ec30c222d3fc449858ec62ba97f,4/8/2017
Rutherford Kermath,Department D,$71.95,41,47 Welch Hill,Chandler,Arizona,fafc06c4769f40ce3433218f74a21bb7,3/28/2016
Jacquette Oakley,Department C,$33.40,53,1887 Bartelt Terrace,Milwaukee,Wisconsin,f7bed7937e7225db03748194ec126c2d,1/21/2017
Zaneta Delmage,Department B,$45.56,41,9 Lukken Terrace,Flint,Michigan,5ad84d862442fa568ff45444c5bbf032,2/24/2017
Bartholemy Kment,Department B,$3.79,83,1 Union Trail,Greenville,South Carolina,d8d890a659e1db34644a17850aee927d,1/9/2017
Krystle Boothe,Department D,$63.89,11,22826 Loeprich Crossing,San Antonio,Texas,ebf4bfdfe53f5278009ed5d85867fd18,11/25/2016
Dallas Le,Department B,$81.32,51,2896 Fuller Parkway,Oklahoma City,Oklahoma,aa8c8c03f2d344cff14f344a0e2b0882,5/15/2017
Nell Lindup,Department C,$47.94,76,6 School Terrace,Atlanta,Georgia,b3dc78fc8921e68f850eff1e4c086f81,6/2/2016
Bartholemy Kment,Department B,$34.70,56,07145 Hallows Junction,Stockton,California,dd19197d131cce4bd16311e9153cb5f9,1/27/2016
Zebedee Kedge,Department A,$8.72,38,3346 Hooker Point,Joliet,Illinois,ec7db7a21e1345da1ff846ee1e395995,4/6/2016
Zebedee Kedge,Department A,$60.09,80,7 Oak Valley Park,San Antonio,Texas,70fcf472bd2570e7b85b987be8470b98,6/19/2016
Nell Lindup,Department C,$89.70,46,0071 Sloan Lane,Huntsville,Texas,70081999a7d2787a971312f15ccaadee,10/5/2016
Zaneta Delmage,Department B,$34.68,83,321 Lindbergh Point,Dallas,Texas,248a30d4ef3a7f7d298834b2f05d5512,1/1/2016
Jacquette Oakley,Department C,$6.81,50,57 Rusk Place,Boulder,Colorado,fd80cde829e5ec7f2595747d288d7a66,3/12/2017
Nell Lindup,Department C,$69.84,37,3428 Hauk Way,Jefferson City,Missouri,ff03ef7313f1e83562140faad2889962,7/21/2016
Celestyna Erskine,Department C,$26.52,48,7 Cottonwood Junction,Reading,Pennsylvania,11353236eb1bda1afda6e643c25c896e,1/26/2017
Dallas Le,Department B,$73.36,72,1 Cody Circle,Minneapolis,Minnesota,3249783bd6c59b83f09bfbebf4fa010a,8/1/2017
Linn Becerra,Department B,$39.81,78,36835 Sunbrook Hill,Portland,Oregon,2e4050e733b437de1e937f3ee3a813d4,7/3/2016
Chad Yeatman,Department A,$17.90,56,41732 Sheridan Alley,Salt Lake City,Utah,bd9577175378a480acd9f0bd72859aba,7/31/2016
Nell Lindup,Department C,$18.41,37,03 Scofield Court,Bloomington,Illinois,7def92f511108ad0f6fa0d6714459bba,11/8/2016
Modesty Berringer,Department D,$91.68,51,67 Elgar Trail,Macon,Georgia,f61cbaf0bd38bf90ae2e5fafcde7bf5c,9/7/2016
Ortensia Le,Department C,$50.05,78,72705 Doe Crossing Plaza,Madison,Wisconsin,dce222e28d0e089c9b94eb4ae99db36a,3/20/2016
Dallas Le,Department B,$89.67,17,092 Golf View Place,Scottsdale,Arizona,fd20b14b4010a2f94b2ed64efe7ce935,3/14/2016
Ashleigh Baudinot,Department D,$84.12,67,066 Ronald Regan Court,Young America,Minnesota,d671c73c9f07eeda70ee523e244d3b4f,6/25/2016
Dallas Le,Department B,$12.60,57,60931 Schmedeman Crossing,Honolulu,Hawaii,4c1d87825d79ae95a34ffc16980e22d4,3/26/2017
Ignacio Arpur,Department A,$76.71,96,7254 Ohio Circle,Santa Barbara,California,8d3c47b560b91b0571b5ab6f75c756b3,1/19/2016
Nell Lindup,Department C,$4.57,1,51080 Northview Plaza,Dallas,Texas,1f9efc32a700df948c5d925c67f5ed8e,4/5/2016
Jacquette Oakley,Department C,$77.66,15,4 Schmedeman Lane,West Hartford,Connecticut,ca0166802bd10b8dd64280d5f053f266,3/15/2017
Jacquette Oakley,Department C,$61.89,39,65 Trailsway Point,South Bend,Indiana,769361b87083ffe3aeb5138bcce725ec,7/23/2016
Chad Yeatman,Department A,$91.43,14,0 Dunning Drive,Waterbury,Connecticut,40c29774df8129d07f1c7e970fe10b44,4/27/2017
Ortensia Le,Department C,$17.06,13,4570 Grim Alley,Boston,Massachusetts,11eb9c9613daffee05a8079c7db2dedd,7/21/2017
Zaneta Delmage,Department B,$41.07,88,837 Crownhardt Plaza,Jacksonville,Florida,76361eccef1e5d8805f0e590a745fdcf,6/9/2016
Ortensia Le,Department C,$84.84,14,77863 Waubesa Place,Saint Louis,Missouri,38d74ca7f8a10d9ca07d90822b663802,2/22/2017
Rutherford Kermath,Department D,$81.05,14,1 Prairie Rose Court,Chattanooga,Tennessee,bc355e46335a7a278d60a2a88a5253ae,8/13/2017
Zaneta Delmage,Department B,$63.99,14,13548 Towne Center,Milwaukee,Wisconsin,b81963055d5fbdef373746597f020013,8/27/2016
Dallas Le,Department B,$39.24,63,3 Coleman Pass,Alexandria,Virginia,cd2dd2baba0622ffdae1eece7cc33cac,12/18/2016
Zaneta Delmage,Department B,$96.48,52,48727 Northport Pass,Oakland,California,e17b65ac8fb22e84be86dfc766dadbe5,3/31/2016
Krystle Boothe,Department D,$38.35,62,10285 Lakewood Center,Omaha,Nebraska,366f1c27d546e23768c98c17f536c230,3/24/2016
Bartholemy Kment,Department B,$11.61,35,878 Iowa Crossing,Saint Louis,Missouri,ac87c9cb2b3f27e697f953fec6225470,7/20/2016
Zebedee Kedge,Department A,$85.51,96,87 Kenwood Trail,San Jose,California,f74d149dd5d594e7e71cfda14d0556d1,4/3/2016
Brear Fairs,Department D,$75.83,71,3489 Logan Alley,Stamford,Connecticut,830290807c3e0922a429b1081510e6c4,6/8/2016
Celestyna Erskine,Department C,$48.73,37,526 Sunfield Court,Bronx,New York,a782c76e6e5e72abe7a63f318b4a9929,11/4/2016
Zaneta Delmage,Department B,$34.55,82,714 Ronald Regan Park,New York City,New York,27b7732c5383576e80fb4d4a032ba13c,10/15/2016
Rutherford Kermath,Department D,$79.45,80,150 Calypso Plaza,Galveston,Texas,77a13f7187d0b2f7828ec023fc12400d,3/14/2017
Ortensia Le,Department C,$1.06,63,039 Norway Maple Pass,Tacoma,Washington,f5f79b2dde927c8ba669656321931aac,7/27/2017
Zebedee Kedge,Department A,$67.89,89,414 Sachtjen Street,San Bernardino,California,41140593b6357053fef72ba421fcfdc2,1/5/2016
Bartholemy Kment,Department B,$74.18,76,50854 Ridge Oak Way,Alhambra,California,fa03b0b3a7dcf1fa48bc52579600f176,4/19/2017
Gothart Whimpenny,Department C,$57.95,8,65814 Mesta Center,Dallas,Texas,8cf54a28f87b995bba4a2cd248aca10b,10/5/2016
Bartholemy Kment,Department B,$65.20,46,0132 Mallory Park,Evansville,Indiana,6de4efc43e424cdd108596f72cd03f0b,11/18/2016
Ignacio Arpur,Department A,$19.87,9,562 Packers Hill,Young America,Minnesota,b5b8921c1dc34c8d45e2fbd5eecb3117,1/17/2017
Zaneta Delmage,Department B,$72.08,1,734 Claremont Street,Atlanta,Georgia,7aeead47a7b713d5dbfa63c48cba9eec,11/5/2016
Ashleigh Baudinot,Department D,$7.80,7,9511 Veith Junction,Newport News,Virginia,e6aa29bf1dc6b6ce32b8cb38da4c3033,9/16/2016
Atlante Harower,Department D,$13.18,39,1 Farwell Lane,El Paso,Texas,2d630f75b8d9462232355d71d5ca93b2,1/18/2017
Gothart Whimpenny,Department C,$55.81,54,84 Johnson Crossing,Spokane,Washington,2142bfda78650d513c82198611e2ced2,10/27/2016
Shane Simkins,Department B,$2.41,65,5 Sycamore Road,Inglewood,California,9b449814d89fa2e359286d0d7c41c1df,6/6/2016
Linn Becerra,Department B,$75.98,2,4987 Lakewood Gardens Parkway,Austin,Texas,6f02b34ff043597e8c49093c53354abd,4/7/2017
Zaneta Delmage,Department B,$44.30,94,6 Kings Road,Seattle,Washington,5b535258f450a194c00d4a0613dac3a6,3/17/2016
Celestyna Erskine,Department C,$88.62,6,3683 Melody Drive,Saint Louis,Missouri,6d72ac09d709ebe06776e24da09689b9,2/19/2017
,,,12,36 Miller Center,Dallas,Texas,29d78999602086b5b2c37bc91ca9c3ef,5/27/2016
Linn Becerra,Department B,$93.06,18,52 Dunning Avenue,Birmingham,Alabama,c5544093f947ca2a132cb94696f7a449,1/16/2017
Linn Becerra,Department B,$52.29,89,13549 Dorton Terrace,Miami,Florida,2caf728f8ee7646911407d068bf2f9ed,7/28/2017
Chad Yeatman,Department A,$46.84,65,37 Eggendart Circle,Louisville,Kentucky,f0ce6fc37c1762eaa790899b3b19a226,5/28/2017
Ignacio Arpur,Department A,$22.69,22,62770 Paget Terrace,Decatur,Georgia,49985d9eb9bc084eb15aa518b0ee536d,3/23/2016
Dallas Le,Department B,$31.08,23,8327 Rieder Alley,Tallahassee,Florida,0c5ac43925b6c4a5a6747c65abc26394,2/21/2016
Atlante Harower,Department D,$37.82,59,209 Caliangt Court,Ogden,Utah,4314bddd68d5e72525511c8f63078b77,10/5/2016
Gothart Whimpenny,Department C,$69.22,5,15147 Declaration Crossing,San Antonio,Texas,011444510b7d02c11d2225feb934fe85,2/23/2016
Shena Reeson,Department B,$92.44,77,4838 Heath Point,Syracuse,New York,6d364d707fc67dc156d869b9c86576f8,10/17/2016
Zaneta Delmage,Department B,$95.91,80,3 Carpenter Parkway,Pittsburgh,Pennsylvania,a77e330fa0acbd711da3a7fdfb2f3f5d,11/26/2016
Zaneta Delmage,Department B,$64.39,92,1714 Arizona Point,Lansing,Michigan,5191f28116437f66ea2a1567af2ac1bb,3/7/2016
Bartholemy Kment,Department B,$82.52,70,8709 Buell Parkway,Salem,Oregon,eb26d3f9b7ddb1a295992c2548b63bfc,4/1/2016
Dallas Le,Department B,$52.90,24,8529 Hagan Street,Cumming,Georgia,e9e6510eb029da73f71bade105645aae,11/20/2016
Zaneta Delmage,Department B,$66.59,59,867 Sunbrook Court,Hattiesburg,Mississippi,d7882ba70027755934b8b984a9359180,7/6/2016
Nell Lindup,Department C,$10.58,4,756 Mcbride Road,Athens,Georgia,3b40ca4dcd7d67e6d50f7c492c50c9e7,11/27/2016
Ignacio Arpur,Department A,$35.92,95,99 Memorial Park,Irving,Texas,1faf665bddb7c179bc4a129fc2747607,3/31/2017
Brear Fairs,Department D,$42.57,88,223 Westport Road,Atlanta,Georgia,9a928c01c9c07108f0b3560f037216f8,1/3/2016
Bartholemy Kment,Department B,$88.56,14,7 Bartelt Circle,Sacramento,California,bd932a6160bd9d61e446752db411c348,1/13/2016
Ortensia Le,Department C,$11.93,33,8 Burrows Hill,Saint Paul,Minnesota,3c7d889293e9910baf2b8c10ead1def6,6/30/2016
Powell Amorts,Department B,$28.84,36,17023 Tennyson Park,Reno,Nevada,1213d98157d721b5f71c8f4cce1f22c8,7/23/2017
Atlante Harower,Department D,$34.31,45,6 Monument Court,Milwaukee,Wisconsin,53858776e1be6105d974a60dd4e06583,9/1/2016
Nell Lindup,Department C,$62.04,97,5709 Grover Point,Chattanooga,Tennessee,c78c412d7b10e77d2174c124225ba95f,8/5/2016
Zebedee Kedge,Department A,$63.65,39,0187 Marquette Junction,Huntington,West Virginia,cb5f5b9757a2197d2c065b4d9d03cf0c,5/25/2017
Zebedee Kedge,Department A,$35.54,60,9363 Sloan Pass,Midland,Michigan,0f0ca8ff56d673012ec13adc91a161af,9/15/2016
Jacquette Oakley,Department C,$62.80,98,93981 Jenna Circle,Des Moines,Iowa,84e00c46f75718943879d3ccfcd4977f,9/30/2016
Shane Simkins,Department B,$0.49,54,43265 Ridgeway Trail,San Diego,California,d9d7b25aef86db5470f81638b83edae9,1/15/2017
Ortensia Le,Department C,$54.74,38,91755 Shoshone Circle,Jamaica,New York,178c3d1a8c20972105c1be5be961058e,7/8/2016
Ortensia Le,Department C,$22.36,20,891 Claremont Plaza,Washington,District of Columbia,0a8ae945a0acef6d8a232c4c75619006,6/1/2016
Celestyna Erskine,Department C,$42.85,93,766 Forest Dale Junction,Brooksville,Florida,ece6ea35e106509e6e7dab5c98ca95a1,5/27/2017
Zaneta Delmage,Department B,$59.92,22,4 Cottonwood Junction,Reno,Nevada,9f9f62346f548335f953d5d6f39e80e2,8/17/2016
Chad Yeatman,Department A,$47.90,77,7 Fieldstone Point,Erie,Pennsylvania,78a18fbf888a35780a8ef34e6c7d6233,5/28/2017
Shena Reeson,Department B,$40.51,69,35 Melrose Way,Fort Lauderdale,Florida,67d0bea4f6d671f7f9ff261dfbc36186,6/9/2017
Chad Yeatman,Department A,$85.09,54,0 Bartelt Road,Gulfport,Mississippi,3955bd3291aa25e146a043cdbafad0c4,2/9/2016
Jacquette Oakley,Department C,$20.93,90,083 Tony Street,Rockford,Illinois,9ef66836347ecfcdd0dcf276edfdce39,7/4/2017
Ashleigh Baudinot,Department D,$8.87,21,73 Roth Avenue,Waterbury,Connecticut,bc5334e58dee22ec2e86432dd79babc5,4/13/2017
Dallas Le,Department B,$89.07,3,73 Mayer Circle,New York City,New York,b22defd2c31d83d2f722a421cb122aa7,5/7/2017
Ortensia Le,Department C,$21.15,37,7404 South Street,Savannah,Georgia,d0577a3b0cdd7a343e6b653a2418ecbe,6/5/2016
Krystle Boothe,Department D,$77.99,87,42976 Southridge Trail,Wichita,Kansas,cfb9401bbbd8b1587f22b0717ab37282,6/12/2016
,,,62,009 Onsgard Parkway,Baltimore,Maryland,7890cae3e1fcc0a6fa561b8593f3bd86,10/10/2016
Shena Reeson,Department B,$8.26,92,01372 Crownhardt Drive,Philadelphia,Pennsylvania,775376ff6d71693d9e6d97997c33e532,5/4/2017
Ashleigh Baudinot,Department D,$43.56,14,83994 Alpine Crossing,Worcester,Massachusetts,c1ada0f4f0b910b156505cb3967eca6c,3/16/2016
Zebedee Kedge,Department A,$29.74,18,762 Eagan Park,Brooklyn,New York,aea0c68e778aa00a0e98e96d62a15b0b,10/24/2016
Powell Amorts,Department B,$85.28,78,7 Fair Oaks Street,Charlotte,North Carolina,5febe4274c7adea482fff54c40d79243,6/15/2016
Rutherford Kermath,Department D,$60.50,96,40 Everett Trail,Everett,Washington,622952740d838f7675d36ff327e5724a,8/13/2017
Atlante Harower,Department D,$80.76,54,26 Bonner Plaza,Athens,Georgia,cecfda349d955ddc37bd79e7c1986e23,4/8/2016
Shena Reeson,Department B,$48.01,34,082 Columbus Avenue,El Paso,Texas,10414917fef96ef73d40821f70ad0d9c,11/3/2016
Linn Becerra,Department B,$16.33,24,51062 Dovetail Plaza,Katy,Texas,d8c9d59f5da3e00ceecb9a146005e86d,2/13/2016
Shena Reeson,Department B,$43.87,51,536 Esch Road,Charlottesville,Virginia,0342b09aa9d562895b9f7ccf622ac3ea,6/19/2017
Ortensia Le,Department C,$1.99,45,31 La Follette Crossing,Jamaica,New York,216fa070c8348813c927e1cc78533041,3/15/2017
Zaneta Delmage,Department B,$89.56,10,08 Summit Hill,Corpus Christi,Texas,806ef3a2a65d75a1561164ee803e6800,6/27/2017
Celestyna Erskine,Department C,$88.32,24,56 Morningstar Plaza,Portsmouth,New Hampshire,0f09032d1c59fc0bbae750840c74faff,3/24/2017
Rutherford Kermath,Department D,$16.14,49,7 Hoepker Park,Seattle,Washington,6703c4f954ab38a346d491f70de62234,6/1/2016
Powell Amorts,Department B,$2.03,72,0 Norway Maple Drive,Shawnee Mission,Kansas,4d146776514a6b8e7c15511545a6e1da,2/24/2016
Linn Becerra,Department B,$52.60,20,2945 Morrow Street,Beaufort,South Carolina,b8b8aae787ea14a8b384d3d392fed5ea,2/22/2017
Modesty Berringer,Department D,$45.98,62,2861 Grover Street,Buffalo,New York,0d3b71740cdbfa4cf7ef46f083563ade,4/25/2017
Zaneta Delmage,Department B,$48.77,29,596 Hauk Park,Duluth,Georgia,178c33992e51bc8fbee56d2cced839f1,2/14/2017
Zebedee Kedge,Department A,$27.39,72,353 Old Shore Way,Detroit,Michigan,ec0200d09f7c984e5643ac76564f7dbd,11/24/2016
Jacquette Oakley,Department C,$43.87,12,4671 Declaration Crossing,Nashville,Tennessee,62ab71bcb5c0724f1258205b3e99a6f3,8/20/2017
Shena Reeson,Department B,$58.60,33,04 Chinook Pass,Orange,California,9f2c5038d808e71163c5b099767f2172,2/4/2016
Ortensia Le,Department C,$75.50,48,1106 Lakewood Avenue,Delray Beach,Florida,de8ee9c38717fc2eb9674e93cf89f45c,9/19/2016
Bartholemy Kment,Department B,$70.29,5,18 Sauthoff Junction,Atlanta,Georgia,1080430e75a0b13b63436bafdb9c06e6,11/11/2016
Shena Reeson,Department B,$87.85,93,55770 Waxwing Trail,Oklahoma City,Oklahoma,f5fbb665cd2cf1d62ed7c6bde254dac2,7/25/2017
Modesty Berringer,Department D,$29.27,26,17623 Ridgeway Plaza,Columbus,Georgia,ce277086201da355fadeee5dfac91ac4,4/7/2016
Ashleigh Baudinot,Department D,$19.24,63,276 Fuller Crossing,Wilmington,Delaware,f4b08f0c1e6dcb17bf80116a6158a70d,11/25/2016
Zebedee Kedge,Department A,$71.92,27,23 Park Meadow Way,Trenton,New Jersey,ba4878503de45ebcb9fbb939924ad296,7/17/2017
Ignacio Arpur,Department A,$31.52,45,84869 Grim Circle,Los Angeles,California,03fc7ac5ae3cd7a6e3757083d884707e,1/13/2016
Atlante Harower,Department D,$96.90,87,84581 Doe Crossing Way,Lincoln,Nebraska,4cd3c30390d6bd241eb57054fee230f0,11/17/2016
Nell Lindup,Department C,$18.64,10,5580 Packers Plaza,New Orleans,Louisiana,1514726e99a82a92b4bc7be52e0dec48,7/20/2016
